SikaFill®-12 Power|IMPERMEABILIZANTE ACRÍLICO CON TECNOLOGÍA DFX Y FIBRAS PARA IMPERMEABILIZAR CUBIERTAS
SikaFill®-15 Power|IMPERMEABILIZANTE ACRÍLICO CON TECNOLOGÍA DFX Y FIBRAS PARA IMPERMEABILIZAR CUBIERTAS
Sika® Felt FPP-30|TELA DE REFUERZO PARA IMPERMEABILIZACIONES ACRÍLICAS Y DE POLIURETANO
Sika® Igasol® Cubierta|IMPERMEABILIZANTE ASFÁLTICO PARA CUBIERTAS Y TERRAZAS DE EXCELENTE DURABILIDAD
